Geometry,Merge number,Art Year,Major conservation,created date,last edited,Artist full name,List title,Short description,Tour card,Fact sheet URL,Photo quality,Video URL,Google map URL,Latitude,Longitude,photo caption,Photo alt,More Info URL,Related Project URL,Current Interest,Special Interest,Nearest Point of Interest,Zoom,Accession Number,Last name,First name,Series,Title,Featured,Display term,Detailed materials,Category,Object Type,Dimensions,Location,Additional Location Information,Actual address,Interior or Exterior,Location type,Location 2,Permission required,Permission type,Neighborhood,Tags keywords,tags keywords 2,Tour_Card,Conservation status,Temporary or permanent,Photo website,Theme Tags
POINT (-71.1336379095876 42.3871994202009),246,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Edward Levine,Floating Stones (Block),,,,,,"https://www.google.com/maps/search/?api=1&query=42.38719942,-71.13363791",42.38719942,-71.13363791,,,,,,,Fresh Pond,in,CAC.92.02f,Levine,Edward,Floating Stones,(Block),no,,"Granite blocks with steel inlay, polished-granite inlays (in ground)",Sculpture,Stone,24”(h) x 25”(w) x 25” (each block); 849” x 513” overall,Roethlisberger Park,"St. Peter’s Ball Field (right of right-field),",,Exterior,Park,Park;Playground,no,,Neighborhood Nine,abstract,stone; abstract; landscape,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG,oceanic
POINT (-71.1523319205502 42.37809752020004),320,1995,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Lilli Ann Rosenberg,Untitled (Square eclipse),,,,,,"https://www.google.com/maps/search/?api=1&query=42.37809752,-71.15233192",42.37809752,-71.15233192,"Photo credit: Craig Bailey, Perspective Photography",,,,,,Fresh Pond,same,CAC.95.05,Rosenberg,Lilli Ann,,Untitled (Square eclipse),no,,"Ceramic tiles (glazed), concrete and iron",Mosaic,Mosaic mural; Sculpture,63.25”(h) x 63”(w) x 3.5”(d),Haggerty School,Ground floor stairwell,110 Cushing Street,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Strawberry Hill,children,play; kids; children; education; community,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Rosenberg_CAC9505_SquareEclipse_PerspectivePhoto.JPG,memorial
POINT (-71.08730360001722 42.37207420020548),40,1979,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Lilli Ann Rosenberg,Untitled (Man on cart),,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.3720742,-71.0873036",42.3720742,-71.0873036,,,,,,,Lechmere,in,CAC.1979.05r,Rosenberg,Lilli Ann,Untitled,(Man on cart),no,,"Ceramic tiles, glazed",Mosaic,Mosaic mural; Sculpture,12.5”(dia.),Millers River Apartments,On building facade,673 Cambridge Street,Exterior,Non-city building,Non-city building,no,,East Cambridge,community,neighborhood; family; community; city; tree; nature; bird; animal; fish; sports; truck,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC7905r_ManOnCart_Rosenberg_MillersRiver_2019.JPG,goofy
POINT (-71.14308843975978 42.39668854032865),99,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Virginia Gunther,Flag Gate (a),,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.39668854,-71.14308844",42.39668854,-71.14308844,,,,,,,Alewife,in,CAC.97.05a,Gunther,Virginia,Flag Gate,,no,,Steel,Sculpture,Metal,60”(h) x 83”(w) x 6.5”(d),Minuteman Commuter Bikeway,End of Steel Place (street) on the north side of the Alewife MBTA station,,Exterior,Pathway,Pathway,no,,North Cambridge,entryway,flag; metal; entryway,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Gunther_CAC9705a_FlagGate.JPG,memorial
POINT (-71.10338242957394 42.370079040224795),305,2004,2017,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Michael Glier,Town Green: Dutchman’s Pipe,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_City.pdf,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243",42.37007904,-71.10338243,,,,,,,Central,in,CAC.04.01c,Glier,Michael,Town Green,Dutchman’s Pipe (2 panels),no,,Acrylic and charcoal on sheetrock,Mural,Painted Mural,"97""""(h) x 49""""(w) and 97""""(h) x 49""""(w)",City Hall Annex,"1st floor, south wall, lobby",344 Broadway,Interior,Public Building,Public Building,no,,Mid-Cambridge,community,"about Cambridge; city; drawing, community; civic; government; democracy",Sense of City,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_CAC0401_TownGreen.jpg,industrial
POINT (-71.10418642029768 42.356702269727094),272,1987,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Madeleine Lord,Revolutionary Figures (Female Figure),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Activism.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.35670227,-71.10418642",42.35670227,-71.10418642,,,,,,,Kendell,in,CAC87.04.1,Lord,Madeleine,Revolutionary Figures,(Female Figure),no,,Painted Steel,Sculpture,Metal; Painted Steel,53”(h) x 48”(w) x 0.375”(d),Fort Washington Park,Silhouette of female figure on park grounds; Intersection at Waverly Street and Talbot Street,,Exterior,Park,Park,no,,Cambridgeport,history,history; revolution; metal; activism,Blaze a Trail for Activism,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Lord_CAC87041_RevolutionaryFigures.JPG,goofy
POINT (-71.07661527003846 42.36610074997447),209,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Cricket),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36610075,-71.07661527",42.36610075,-71.07661527,,,,,,,Lechmere,in,CAC.92.03.9b,Webb,Nancy,Untitled,(Cricket),no,,Bronze,Sculpture,Bronze Relief,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,insect; cricket; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_9b_Webb.jpg,love
POINT (-71.10338242957394 42.370079040224795),391,2004,2017,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Michael Glier,Town Green: Puritan/Lawnmower/Longboat,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_City.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243",42.37007904,-71.10338243,,,,,,,Central,in,CAC.04.01f,Glier,Michael,Town Green,Puritan/Lawnmower/Longboat,no,,Acrylic and charcoal on sheetrock,Mural,Painted Mural,"129.5""""(h) x 688.75”(w)",City Hall Annex,"2nd floor, east wall, atrium",344 Broadway,Interior,Public Building,Public Building,no,,Mid-Cambridge,community,"about Cambridge; city; drawing, community; civic; government; democracy",Sense of City,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_06a_TownGreen_puritan.jpg,goofy
POINT (-71.11648409939656 42.382834630211434),349,1989,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Lilli Ann Rosenberg,Turtles,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Ocean.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.38283463,-71.1164841",42.38283463,-71.1164841,,,,,,,Porter,out,CAC.89.04,Rosenberg,Lilli Ann,Turtles,,no,,"Ceramic tiles (glazed), natural shell, glass, millefiori in concrete forms",Sculpture,Sculpture,,Edward Alden Park,Play area; Intersection at Sacramento Street and Oxford Street,,Exterior,Playground,Playground; Park,no,,Agassiz,animal,turtle; animal; ocean; water; sea; sea creature,Ode to the Ocean,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_82_04_Rosenberg.jpg,love
POINT (-71.11530470001868 42.37219131020042),371,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral,,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37219131,-71.1153047",42.37219131,-71.1153047,,,,,,,Harvard,out,CAC.97.02,Phillips,David,Spiral,,no,,"Painted wrought iron, cast bronze, granite and plantings",Sculpture,Sculptural Landscape,,Quincy Square,Sculptural elements around park and the island traffic median across the intersection,,Exterior,Public Square,Public Square,no,,Mid-Cambridge,nature,snail; nature; insect; bench; boulder; stone; fibonacci,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970201_Spiral.JPG,sentimental
POINT (-71.11937643982561 42.388918810145775),104,2006,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Toshihiro Katayama,Porter Square Landscape Design (Landscape wall),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Color.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.38891881,-71.11937644",42.38891881,-71.11937644,,,,,,,Porter,in,CAC.06.01b,Katayama,Toshihiro,Porter Square Landscape Design,(Landscape wall),no,,Stone wall,Landscape,Sculpture,47.25”(h) x 94.25”(w) x 0.75”(d),Porter Square Shopping Center,Wall near Dunkin Donuts (directly across from the Porter Square T station),1931 Massachusetts Avenue,Exterior,Public Square,Public Square; Pathway,no,,North Cambridge,land design,abstract; land design; color; line; shape,Get a Blast of Local Color,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Katayama_CAC0601_PorterSquareLandscapeDesign.jpg,oceanic
POINT (-71.10544014973716 42.36531565002392),325,2013,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Lynn Basa,A Long Story,,,,1.0,,"https://www.google.com/maps/search/?api=1&query=42.36531565,-71.10544015",42.36531565,-71.10544015,,,,,,,Central,same,CAC.13.03.1-25,Basa,Lynn,,A Long Story,no,,"Stained glass, with aluminum caming in steel frames, mixed media",Stained Glass,Stained Glass,(1-9)      20”(h) x 31.5”(w); first floor    (10)   20”(h) x 71.5”(w); first floor (11-12)   31.75”(h) x 34”(w); second floor  (11-12)   31.75”(h) x 34”(w); second floor   (13)        30.5”(h) x 34”(w); second floor (14)        31”(,Alice K. Wolf Center,"1st floor office spaces, 2nd floor office spaces, 3rd floor office spaces",5 Western Avenue,Interior,Non-city building,Non-city building,yes,"Call Public Art Administrator, 617-349-4388",Riverside,light,color; light; glass,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Basa_ALongStory_18.jpg,industrial
POINT (-71.11605670979301 42.367655120444965),141,1999,2020,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,William Reimann,Untitled (Column with herring gull),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Creature.pdf,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.36765512,-71.11605671",42.36765512,-71.11605671,,,,,,,Harvard,in,CAC.99.08d,Reimann,William,Untitled,(Column with herring gull),yes,,Granite (sandblasted) and paint,Sculpture,Stone,38”(h) x 9”(w) x 9”(d),Corporal Burns Park,Intersection at Memorial Drive and Flagg Street,,Exterior,Park,Park; Pathway,no,,Riverside,animal,bird; nature; animal; critter; creature,Inspect a Cantabridgian Creature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_d_Reimann.jpg,sentimental
POINT (-71.07649252034703 42.36650828971937),214,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Daylily),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36650829,-71.07649252",42.36650829,-71.07649252,,,,,,,Lechmere,in,CAC.92.03.14,Webb,Nancy,Untitled,(Daylily),no,,Bronze,Sculpture,Bronze Relief,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,plant; flower; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_14_Webb.jpg,nostalgia
POINT (-71.09395684041671 42.36588088982614),92,1986,2008,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Gene Cauthen,Arbor,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Garden.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36588089,-71.09395684",42.36588089,-71.09395684,,,,,,,Kendell,same,CAC.86.05,Cauthen,Gene,,Arbor,no,,Bronze,Sculpture,Bronze,"21""""(h) x 14.5""""(w) x 10.25""""(d): 57.5”(h) with pole",Greene-Rose Heritage Park,Bordered by Broadway and Dickinson Street,,Exterior,Garden,Park; Garden; Playground,no,,The Port,garden,garden; trellis; plant; grow; nurture,Plant Yourself in a Garden,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cauthen_Arbor.jpg,nostalgia
POINT (-71.13836567959243 42.38650231958551),67,2017,2018,09/14/2021 12:00:00 AM,02/20/2022 12:00:00 AM,Yeju Choi & Chat Trevieso,On the Other Side,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,1.0,https://www.youtube.com/watch?v=pKaVO9QJebs,"https://www.google.com/maps/search/?api=1&query=42.38650232,-71.13836568",42.38650232,-71.13836568,Photo credit: Timothy Schenck,,https://www.cambridgema.gov/arts/publicart/whatsnew/fernstreet,,,,Fresh Pond,same,CAC.17.01,Choi; Travieso,Yeju; Chat,,On the Other Side,yes,,Colored Lithocrete® architectural paving and plantings,Landscape,Concrete-Mixed Media Pathway,32”(h) x 630’(L) x 307”(d),Fern Street,Pathway between Concord Avenue and Field Street,,Exterior,Pathway,Pathway,no,,Neighborhood Nine,land design,abstract; land design; play; spirit; fun; fantasy,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/ChoiTravieso_CAC1701_OntheOtherSide_TimothySchenck.jpg,sentimental
POINT (-71.10842349989495 42.36293739959756),12,1984,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Judith Inglese,I'd Hammer Out Love,,,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.3629374,-71.1084235",42.3629374,-71.1084235,,,,,,,Central,same,CAC.84.04,Inglese,Judith,,I'd Hammer Out Love,no,,"Ceramic tiles, glazed",Mosaic,Sculpture,"54""""(h) x 264”(w) x 0.5""""(d)",The Amigos School,Outside near front entrance,15 Upton Street,Exterior,School,School; Public Building,no,,Cambridgeport,children,kids; children; education; tree,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC84_04_Inglese_HammerOutLove.JPG,love
POINT (-71.13361300999611 42.387185830397875),241,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Edward Levine,Floating Stones (Block),,,,,,"https://www.google.com/maps/search/?api=1&query=42.38718583,-71.13361301",42.38718583,-71.13361301,,,,,,,Fresh Pond,in,CAC.92.02k,Levine,Edward,Floating Stones,(Block),no,,"Granite blocks with steel inlay, polished-granite inlays (in ground)",Sculpture,Stone,24”(h) x 25”(w) x 25” (each block); 849” x 513” overall,Roethlisberger Park,"St. Peter’s Ball Field (right of right-field),",,Exterior,Park,Park;Playground,no,,Neighborhood Nine,abstract,stone; abstract; landscape,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG,industrial
POINT (-71.1077077595431 42.361181340327306),252,1987,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Levitated Stone (frog drain grate North),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Nature.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36118134,-71.10770776",42.36118134,-71.10770776,,,,,,,Central,in,CAC.87.06f,Phillips,David,Levitated Stone,(frog drain grate North),no,,Silicon bronze,Sculpture,Bronze,"25.75""""(dia.) (each)",Dana Park,Intersection at Corporal McTernan Street and Magazine street,,Exterior,Park,Park;Playground,no,,Cambridgeport,animal,frog; animal; water; outdoors; land; flora; fauna; nature,Next Stop Nature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_15.JPG,goofy
POINT (-71.10763911051781 42.36113243030365),156,1987,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Levitated Stone (Small frog water fountain),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Nature.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.36113243,-71.10763911",42.36113243,-71.10763911,,,,,,,Central,in,CAC.87.06l,Phillips,David,Levitated Stone,(Small frog water fountain),no,,Silicon bronze,Sculpture,Bronze Relief,"10.5""""(dia.) (each)",Dana Park,"Intersection at Corporal McTernan Street and Magazine street, outside of playground",,Exterior,Park,Park; Playground,no,,Cambridgeport,animal,frog; animal; fountain; outdoors; land; flora; fauna; nature,Next Stop Nature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_13.JPG,goofy
POINT (-71.07666683050405 42.36610298971203),199,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Dandelions),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36610299,-71.07666683",42.36610299,-71.07666683,,,,,,,Lechmere,in,CAC.92.03.1,Webb,Nancy,Untitled,(Dandelions),no,,Bronze,Sculpture,Bronze Relief,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,plant; flower; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_1_Webb.jpg,memorial
POINT (-71.12926260058347 42.390007830151525),109,2006,2011,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Randal Thurston,Yerxa Road Underpass (South-side birds),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Flight.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.39000783,-71.1292626",42.39000783,-71.1292626,,,,,,,Porter,in,CAC.06.03e,Thurston,Randal,Yerxa Road Underpass,(South-side birds),no,,Painted steel,Landscape,Metal,"133""""(h) x 276”(w)",Yerxa Road Underpass,Under Fitchburg commuter rail line,,Exterior,Pathway,Pathway,no,,Neighborhood Nine,animal,bird; animal; wings; soar; fly; flight,Take Flight,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_06_03e_Thurston.jpg,sentimental
POINT (-71.12292300043445 42.39104552998516),332,1990,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Linda Lichtman,Landscape Frieze in Glass,,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.39104553,-71.122923",42.39104553,-71.122923,,,,,,,Porter,same,CAC.90.02a-f,Lichtman,Linda,,Landscape Frieze in Glass,no,,"Etched, stained, painted and leaded glass",Stained Glass,Stained glass,"18""""(h) x 256.25”(w) a-e; 58.5”(h) x 10.25”(w) f",North Cambridge Senior Center,1st floor (street-front wall),2050 Massachusetts Avenue,Interior,Public Building,Public Building,yes,"Call Public Art Administrator, 617-349-4388",North Cambridge,light,glass; color; light,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Lichtman_CAC9002_LandscapeFrieze.jpg,love
